trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,shape_dist_traveled
5N-R01,06:07:45,06:07:55,B05608P,30,,0,
5N-R01,06:09:10,06:09:20,B00652P,31,,0,
5N-R01,06:11:02,06:11:12,B05057P,32,,0,
5N-R01,06:12:54,06:13:04,B00067P,33,,0,
5N-R01,06:13:38,06:13:48,B02733P,34,,0,
5N-R01,06:15:27,06:15:37,B02064P,35,,0,
5N-R01,06:16:42,06:16:52,B03197P,36,,0,
5N-R01,06:19:49,06:19:59,B00038P,37,,0,
5N-R01,06:20:41,06:20:51,B00035P,38,,0,
5N-R01,06:24:08,06:24:18,B03214P,39,,0,
5N-R01,06:26:57,06:27:07,B05841P,40,,0,
5N-R01,06:28:24,06:28:34,B04500P,41,,0,
5N-R01,06:30:24,06:30:34,B00430P,42,,0,
5N-R01,06:31:52,06:32:02,B01199P,43,,0,
5N-R01,06:33:58,06:34:08,B04286P,44,,0,
5N-R01,06:35:25,06:35:35,B04439P,45,,0,
5N-R01,06:36:39,06:36:49,B04765P,46,,0,
5N-R01,06:38:18,06:38:28,B04205P,47,,0,
5N-R01,06:39:43,06:39:53,B00522P,48,,0,
5N-R01,06:40:54,06:41:04,B00425P,49,,0,
5N-R01,06:41:49,06:41:59,B00568P,50,,0,
5N-R01,06:43:26,06:43:36,B03072P,51,,0,
5N-R01,06:50:28,06:50:38,B05721P,52,,0,
5N-R03,05:00:00,05:00:10,B05721P,0,,0,
5N-R03,05:01:41,05:01:51,B01114P,1,,0,
5N-R03,05:03:18,05:03:28,B02365P,2,,0,
5N-R03,05:04:18,05:04:28,B02876P,3,,0,
5N-R03,05:06:12,05:06:22,B00093P,4,,0,
5N-R03,05:08:20,05:08:30,B03071P,5,,0,
5N-R03,05:09:40,05:09:50,B03569P,6,,0,
5N-R03,05:10:43,05:10:53,B03512P,7,,0,
5N-R03,05:11:54,05:12:04,B03549P,8,,0,
5N-R03,05:13:28,05:13:38,B02842P,9,,0,
5N-R03,05:14:24,05:14:34,B01847P,10,,0,
5N-R03,05:15:36,05:15:46,B01846P,11,,0,
5N-R03,05:17:51,05:18:01,B04625P,12,,0,
5N-R03,05:19:28,05:19:38,B02713P,13,,0,
5N-R03,05:21:02,05:21:12,B00486P,14,,0,
5N-R03,05:23:12,05:23:22,B04997P,15,,0,
5N-R03,05:24:21,05:24:31,B05287P,16,,0,
5N-R03,05:25:31,05:25:41,B03350P,17,,0,
5N-R03,05:28:01,05:28:11,B03743P,18,,0,
5N-R03,05:29:21,05:29:31,B03516P,19,,0,
5N-R03,05:31:27,05:31:37,B05404P,20,,0,
5N-R03,05:32:34,05:32:44,B03474P,21,,0,
5N-R03,05:34:17,05:34:27,B00037P,22,,0,
5N-R03,05:35:08,05:35:18,B04658P,23,,0,
5N-R03,05:35:58,05:36:08,B00039P,24,,0,
5N-R03,05:36:49,05:36:59,B01272P,25,,0,
5N-R03,05:38:35,05:38:45,B05538P,26,,0,
5N-R03,05:40:10,05:40:20,B02732P,27,,0,
5N-R03,05:41:29,05:41:39,B00066P,28,,0,
5N-R03,05:43:43,05:43:53,B02781P,29,,0,
5N-R03,05:45:07,05:45:17,B05900P,30,,0,
5N-R03,05:46:30,05:46:40,B04527P,31,,0,
5N-R03,05:48:21,05:48:31,B03752P,32,,0,
5N-R03,05:50:19,05:50:29,B03751P,33,,0,
5N-R03,05:51:51,05:52:01,B04588P,34,,0,
5N-R03,05:54:06,05:54:16,B04926P,35,,0,
5N-R03,05:55:28,05:55:38,B04927P,36,,0,
5N-R03,05:57:03,05:57:13,B02695P,37,,0,
5N-R03,05:57:58,05:58:08,B00454P,38,,0,
5N-R03,05:59:36,05:59:46,P00053,39,,0,
5N-R03,06:04:47,06:04:57,P00129,40,,0,
5N-R03,06:08:43,06:08:53,P00119,41,,0,
5N-R03,06:10:43,06:10:53,P00252,42,,0,
5N-R03,06:14:44,06:14:54,P00144,43,,0,
5N-R03,06:16:13,06:16:23,B02409P,44,,0,
5N-R03,06:18:35,06:18:45,B02562P,45,,0,
5N-R03,06:20:02,06:20:12,B05686P,46,,0,
5N-R03,06:22:15,06:22:25,B05836P,47,,0,
5N-R03,06:23:13,06:23:23,B02045P,48,,0,
5N-R03,06:24:25,06:24:35,B02426P,49,,0,
5N-R03,06:25:04,06:25:14,B01889P,50,,0,
5N-R03,06:26:33,06:26:43,B04573P,51,,0,
5N-R03,06:28:05,06:28:15,B05313P,52,,0,
5N-R03,06:29:16,06:29:26,B05186P,53,,0,
5N-R03,06:30:12,06:30:22,B05190P,54,,0,
5N-R03,06:31:34,06:31:44,B03871P,55,,0,
5N-R03,06:32:43,06:32:53,B03870P,56,,0,
5N-R03,06:33:47,06:33:57,B00243P,57,,0,
5N-R03,06:35:19,06:35:29,B01669P,58,,0,
5N-R03,06:36:32,06:36:42,B00481P,59,,0,
5N-R03,06:37:34,06:37:44,B05889P,60,,0,
5N-R03,06:38:33,06:38:43,B05695P,61,,0,
5N-R03,06:40:26,06:40:36,B03318P,62,,0,
5N-R03,06:44:49,06:44:59,B01805P,63,,0,
5N-R03,07:04:51,07:05:01,B05706P,64,,0,
6V-R04,05:00:00,05:00:10,P00183,0,,0,
6V-R04,05:17:02,05:17:12,P00133,1,,0,
6V-R04,05:19:05,05:19:15,P00004,2,,0,
6V-R04,05:23:50,05:24:00,P00259,3,,0,
6V-R04,05:28:23,05:28:33,P00200,4,,0,
6V-R04,05:37:03,05:37:13,P00254,5,,0,
6V-R04,05:41:05,05:41:15,P00129,6,,0,
6V-R04,05:46:15,05:46:25,P00053,7,,0,
6V-R04,05:48:50,05:49:00,P00079,8,,0,
6V-R04,05:51:53,05:52:03,P00273,9,,0,
6V-R04,05:58:31,05:58:41,P00024,10,,0,
6V-R04,06:00:54,06:01:04,P00164,11,,0,
6V-R04,06:05:06,06:05:16,P00085,12,,0,
6V-R04,06:08:24,06:08:34,P00228,13,,0,
6V-R04,06:10:36,06:10:46,P00048,14,,0,
6V-R04,06:17:12,06:17:22,P00199,15,,0,
8K-R05,05:00:00,05:00:10,B02116P,0,,0,
8K-R05,05:02:06,05:02:16,B05014P,1,,0,
8K-R05,05:03:14,05:03:24,B01862P,2,,0,
8K-R05,05:06:57,05:07:07,B05567P,3,,0,
8K-R05,05:10:23,05:10:33,B05037P,4,,0,
8K-R05,05:11:22,05:11:32,B02048P,5,,0,
8K-R05,05:12:29,05:12:39,B05372P,6,,0,
8K-R05,05:13:59,05:14:09,B01140P,7,,0,
8K-R05,05:14:45,05:14:55,B01556P,8,,0,
8K-R05,05:15:41,05:15:51,B01134P,9,,0,
8K-R05,05:16:21,05:16:31,B05344P,10,,0,
8K-R05,05:19:35,05:19:45,B03244P,11,,0,
8K-R05,05:20:41,05:20:51,B00862P,12,,0,
8K-R05,05:24:18,05:24:28,B04735P,13,,0,
8K-R05,05:26:43,05:26:53,B03434P,14,,0,
8K-R05,05:29:07,05:29:17,B05054P,15,,0,
8K-R05,05:31:46,05:31:56,B02221P,16,,0,
8K-R05,05:34:13,05:34:23,B01661P,17,,0,
8K-R05,05:36:01,05:36:11,B05176P,18,,0,
8K-R05,05:38:18,05:38:28,B02720P,19,,0,
8K-R05,05:39:51,05:40:01,B05819P,20,,0,
8K-R05,05:41:27,05:41:37,B05840P,21,,0,
8K-R05,05:43:48,05:43:58,P00087,22,,0,
8K-R07,05:00:00,05:00:10,P00087,0,,0,
8K-R07,05:09:46,05:09:56,B03181P,1,,0,
8K-R07,05:12:44,05:12:54,B03105P,2,,0,
8K-R07,05:13:55,05:14:05,B03180P,3,,0,
8K-R07,05:15:59,05:16:09,B01663P,4,,0,
8K-R07,05:17:44,05:17:54,B05844P,5,,0,
8K-R07,05:19:51,05:20:01,B05843P,6,,0,
8K-R07,05:20:35,05:20:45,B05839P,7,,0,
8K-R07,05:22:50,05:23:00,B00623P,8,,0,
8K-R07,05:29:21,05:29:31,B05570P,9,,0,
8K-R07,05:32:25,05:32:35,B02395P,10,,0,
8K-R07,05:33:27,05:33:37,B01660P,11,,0,
8K-R07,05:34:52,05:35:02,B01035P,12,,0,
8K-R07,05:36:06,05:36:16,B01036P,13,,0,
8K-R07,05:36:43,05:36:53,B02635P,14,,0,
8K-R07,05:37:31,05:37:41,B02636P,15,,0,
8K-R07,05:38:22,05:38:32,B00510P,16,,0,
8K-R07,05:39:27,05:39:37,B05177P,17,,0,
8K-R07,05:40:34,05:40:44,B05178P,18,,0,
8K-R07,05:44:11,05:44:21,B03034P,19,,0,
8K-R07,05:47:56,05:48:06,B04930P,20,,0,
8K-R07,05:50:09,05:50:19,B03637P,21,,0,
8K-R07,05:52:30,05:52:40,B05101P,22,,0,
8K-R07,05:54:52,05:55:02,B00552P,23,,0,
8K-R07,05:55:29,05:55:39,B02034P,24,,0,
8K-R07,05:58:11,05:58:21,B04485P,25,,0,
8K-R07,05:59:13,05:59:23,B03974P,26,,0,
8K-R07,06:00:20,06:00:30,B05036P,27,,0,
8K-R07,06:01:58,06:02:08,B01411P,28,,0,
8K-R07,06:03:35,06:03:45,B05936P,29,,0,
8K-R07,06:05:56,06:06:06,B05276P,30,,0,
8K-R07,06:07:50,06:08:00,B05914P,31,,0,
8K-R07,06:10:06,06:10:16,B02116P,32,,0,
9A-R05,05:00:00,05:00:10,P00177,0,,0,
9A-R05,05:03:14,05:03:24,P00016,1,,0,
9A-R05,05:04:29,05:04:39,P00297,2,,0,
9A-R05,05:08:45,05:08:55,P00029,3,,0,
9A-R05,05:11:41,05:11:51,P00039,4,,0,
9A-R05,05:14:55,05:15:05,P00249,5,,0,
9A-R05,05:19:18,05:19:28,P00145,6,,0,
9A-R05,05:26:54,05:27:04,P00251,7,,0,
9A-R05,05:28:29,05:28:39,P00119,8,,0,
9A-R05,05:32:12,05:32:22,P00065,9,,0,
9A-R05,05:40:06,05:40:16,P00216,10,,0,
9A-R05,05:44:48,05:44:58,P00217,11,,0,
9A-R05,05:59:02,05:59:12,P00226,12,,0,
9A-R05,06:01:58,06:02:08,P00206,13,,0,
9A-R05,06:07:30,06:07:40,P00211,14,,0,
9A-R05,06:16:19,06:16:29,P00126,15,,0,
9A-R06,05:00:00,05:00:10,P00125,0,,0,
9A-R06,05:09:15,05:09:25,P00212,1,,0,
9A-R06,05:14:57,05:15:07,P00205,2,,0,
9A-R06,05:17:27,05:17:37,P00225,3,,0,
9A-R06,05:31:54,05:32:04,P00218,4,,0,
9A-R06,05:36:19,05:36:29,P00216,5,,0,
9A-R06,05:43:41,05:43:51,P00066,6,,0,
9A-R06,05:47:51,05:48:01,P00119,7,,0,
9A-R06,05:49:50,05:50:00,P00252,8,,0,
9A-R06,05:56:55,05:57:05,P00279,9,,0,
9A-R06,06:01:15,06:01:25,P00250,10,,0,
9A-R06,06:04:30,06:04:40,P00040,11,,0,
9A-R06,06:07:25,06:07:35,P00030,12,,0,
9A-R06,06:11:50,06:12:00,P00297,13,,0,
9A-R06,06:19:09,06:19:19,P00016,14,,0,
9A-R06,06:22:23,06:22:33,P00177,15,,0,
9C-R03,05:00:00,05:00:10,P00179,0,,0,
9C-R03,05:02:51,05:03:01,P00064,1,,0,
9C-R03,05:05:25,05:05:35,P00018,2,,0,
9C-R03,05:06:41,05:06:51,P00297,3,,0,
9C-R03,05:10:56,05:11:06,P00029,4,,0,
9C-R03,05:13:52,05:14:02,P00039,5,,0,
9C-R03,05:17:06,05:17:16,P00249,6,,0,
9C-R03,05:21:29,05:21:39,P00145,7,,0,
9C-R03,05:25:32,05:25:42,P00251,8,,0,
9C-R03,05:27:07,05:27:17,P00119,9,,0,
9C-R03,05:30:50,05:31:00,P00065,10,,0,
9C-R03,05:43:07,05:43:17,P00071,11,,0,
9C-R04,05:00:00,05:00:10,P00183,0,,0,
9C-R04,05:04:14,05:04:24,P00216,1,,0,
9C-R04,05:11:36,05:11:46,P00066,2,,0,
9C-R04,05:15:46,05:15:56,P00119,3,,0,
9C-R04,05:17:45,05:17:55,P00252,4,,0,
9C-R04,05:24:50,05:25:00,P00145,5,,0,
9C-R04,05:29:10,05:29:20,P00250,6,,0,
9C-R04,05:32:26,05:32:36,P00040,7,,0,
9C-R04,05:35:21,05:35:31,P00030,8,,0,
9C-R04,05:39:46,05:39:56,P00297,9,,0,
9C-R04,05:41:01,05:41:11,P00018,10,,0,
9C-R04,06:05:57,06:06:07,P00064,11,,0,
9C-R04,06:09:29,06:09:39,P00179,12,,0,
9E-R01,05:00:00,05:00:10,P00155,0,,0,
9E-R01,05:01:43,05:01:53,B02616P,1,,0,
9E-R01,05:05:13,05:05:23,B05731P,2,,0,
9E-R01,05:05:50,05:06:00,B00599P,3,,0,
9E-R01,05:11:27,05:11:37,B02139P,4,,0,
9E-R01,05:13:17,05:13:27,B02751P,5,,0,
9E-R01,05:14:41,05:14:51,B01792P,6,,0,
9E-R01,05:16:18,05:16:28,B03300P,7,,0,
9E-R01,05:17:45,05:17:55,B03001P,8,,0,
9E-R01,05:19:03,05:19:13,B03619P,9,,0,
9E-R01,05:21:10,05:21:20,B02014P,10,,0,
9E-R01,05:22:47,05:22:57,P00190,11,,0,
9E-R01,05:27:21,05:27:31,B06909P,12,,0,
9E-R01,05:33:22,05:33:32,P00226,13,,0,
9E-R01,05:36:19,05:36:29,P00206,14,,0,
9E-R01,05:41:51,05:42:01,P00211,15,,0,
9E-R01,05:48:03,05:48:13,P00087,16,,0,
9E-R03,05:00:00,05:00:10,P00087,0,,0,
9E-R03,05:09:49,05:09:59,B03181P,1,,0,
9E-R03,05:12:47,05:12:57,B03105P,2,,0,
9E-R03,05:13:58,05:14:08,B03180P,3,,0,
9E-R03,05:16:02,05:16:12,B01663P,4,,0,
9E-R03,05:17:47,05:17:57,B05844P,5,,0,
9E-R03,05:19:55,05:20:05,B05843P,6,,0,
9E-R03,05:20:39,05:20:49,B05839P,7,,0,
9E-R03,05:24:47,05:24:57,P00212,8,,0,
9E-R03,05:30:29,05:30:39,P00205,9,,0,
9E-R03,05:32:59,05:33:09,P00225,10,,0,
9E-R03,05:39:29,05:39:39,B06908P,11,,0,
9E-R03,05:45:35,05:45:45,P00230,12,,0,
9E-R03,05:46:42,05:46:52,B05264P,13,,0,
9E-R03,05:48:31,05:48:41,B00780P,14,,0,
9E-R03,05:50:11,05:50:21,B04673P,15,,0,
9E-R03,05:50:57,05:51:07,B02882P,16,,0,
9E-R03,05:52:10,05:52:20,B02696P,17,,0,
9E-R03,05:53:00,05:53:10,B03252P,18,,0,
9E-R03,05:54:03,05:54:13,B03253P,19,,0,
9E-R03,05:55:26,05:55:36,B05223P,20,,0,
9E-R03,05:56:33,05:56:43,B05224P,21,,0,
9E-R03,05:58:15,05:58:25,B01584P,22,,0,
9E-R03,05:59:31,05:59:41,B00104P,23,,0,
9E-R03,06:01:19,06:01:29,B00058P,24,,0,
9E-R03,06:06:17,06:06:27,P00155,25,,0,
9N-R03,05:00:00,05:00:10,P00179,0,,0,
9N-R03,05:02:52,05:03:02,P00064,1,,0,
9N-R03,05:31:19,05:31:29,P00032,2,,0,
9N-R04,05:00:00,05:00:10,P00032,0,,0,
9N-R04,05:31:34,05:31:44,P00064,1,,0,
9N-R04,05:39:45,05:39:55,P00179,2,,0,
9ST-R01,05:00:00,05:00:10,P00081,0,,0,
9ST-R01,05:11:38,05:11:48,P00087,1,,0,
9ST-R01,05:15:38,05:15:48,P00126,2,,0,
9ST-R02,05:21:49,05:21:59,P00125,0,,0,
9ST-R02,05:26:37,05:26:47,P00087,1,,0,
9ST-R02,05:32:53,05:33:03,P00081,2,,0,
D11-R03,05:00:00,05:00:10,B05703P,0,,0,
D11-R03,05:01:59,05:02:09,B05702P,1,,0,
D11-R03,05:04:46,05:04:56,B00287P,2,,0,
D11-R03,05:07:23,05:07:33,B01891P,3,,0,
D11-R03,05:11:42,05:11:52,B05520P,4,,0,
D11-R03,05:16:03,05:16:13,B02472P,5,,0,
D11-R03,05:17:55,05:18:05,B04201P,6,,0,
D11-R03,05:20:38,05:20:48,B03563P,7,,0,
D11-R03,05:21:38,05:21:48,B00727P,8,,0,
D11-R03,05:23:31,05:23:41,B02055P,9,,0,
D11-R03,05:29:35,05:29:45,B00805P,10,,0,
D11-R03,05:31:12,05:31:22,B02854P,11,,0,
D11-R03,06:59:04,06:59:14,P00177,12,,0,
D11-R04,05:00:00,05:00:10,P00177,0,,0,
D11-R04,06:40:16,06:40:26,B00584P,1,,0,
D11-R04,06:47:03,06:47:13,B01725P,2,,0,
D11-R04,06:49:28,06:49:38,B00551P,3,,0,
D11-R04,06:52:49,06:52:59,B02823P,4,,0,
D11-R04,06:54:43,06:54:53,B02473P,5,,0,
D11-R04,06:59:50,07:00:00,B05521P,6,,0,
D11-R04,07:03:33,07:03:43,B02822P,7,,0,
D11-R04,07:04:51,07:05:01,B00420P,8,,0,
D11-R04,07:06:47,07:06:57,B00005P,9,,0,
D11-R04,07:08:03,07:08:13,B05533P,10,,0,
D11-R04,07:11:38,07:11:48,B00106P,11,,0,
D11-R04,07:16:29,07:16:39,B05703P,12,,0,
JAK.100-R01,05:00:00,05:00:10,P00194,0,,0,
JAK.100-R01,05:01:57,05:02:07,B03091P,1,,0,
JAK.100-R01,05:09:19,05:09:29,B06667P,2,,0,
JAK.100-R01,05:10:44,05:10:54,B06655P,3,,0,
JAK.100-R01,05:12:53,05:13:03,B06665P,4,,0,
JAK.100-R01,05:14:26,05:14:36,B06653P,5,,0,
JAK.100-R01,05:17:31,05:17:41,B06652P,6,,0,
JAK.100-R01,05:19:49,05:19:59,B06914P,7,,0,
JAK.100-R01,05:21:57,05:22:07,B06915P,8,,0,
JAK.100-R01,05:27:16,05:27:26,B06916P,9,,0,
JAK.100-R01,05:29:48,05:29:58,B06917P,10,,0,
JAK.100-R01,05:30:29,05:30:39,B06918P,11,,0,
JAK.100-R02,05:00:00,05:00:10,B06943P,0,,0,
JAK.100-R02,05:07:28,05:07:38,B06670P,1,,0,
JAK.100-R02,05:09:18,05:09:28,B06679P,2,,0,
JAK.100-R02,05:12:28,05:12:38,B05031P,3,,0,
JAK.100-R02,05:25:28,05:25:38,B06919P,4,,0,
JAK.100-R02,05:29:08,05:29:18,B06664P,5,,0,
JAK.100-R02,05:31:43,05:31:53,B06654P,6,,0,
JAK.100-R02,05:32:58,05:33:08,B06666P,7,,0,
JAK.100-R02,05:39:06,05:39:16,P00194,8,,0,
M10-R01,22:00:00,22:00:10,P00178,0,,0,
M10-R01,22:05:11,22:05:21,P00016,1,,0,
M10-R01,22:09:57,22:10:07,B06781P,2,,0,
M10-R01,22:12:52,22:13:02,P00032,3,,0,
M10-R01,22:16:08,22:16:18,P00168,4,,0,
M10-R01,22:20:11,22:20:21,P00042,5,,0,
M10-R01,22:26:21,22:26:31,P00162,6,,0,
M10-R01,22:28:57,22:29:07,P00232,7,,0,
M10-R01,22:34:12,22:34:22,P00002,8,,0,
M10-R01,22:38:33,22:38:43,P00267,9,,0,
M10-R01,22:41:11,22:41:21,P00166,10,,0,
M10-R01,22:44:06,22:44:16,P00105,11,,0,
M10-R01,22:49:40,22:49:50,P00196,12,,0,
M10-R01,22:51:15,22:51:25,P00036,13,,0,
M10-R01,22:55:56,22:56:06,P00035,14,,0,
M10-R01,22:58:26,22:58:36,P00274,15,,0,
M10-R01,23:09:32,23:09:42,P00241,16,,0,
M10-R01,23:17:18,23:17:28,P00182,17,,0,
M10-R01,23:22:25,23:22:35,P00272,18,,0,
M10-R01,23:25:00,23:25:10,P00171,19,,0,
M10-R01,23:27:27,23:27:37,P00055,20,,0,
M10-R01,23:34:14,23:34:24,P00248,21,,0,
M10-R02,22:00:00,22:00:10,P00248,0,,0,
M10-R02,22:05:26,22:05:36,P00055,1,,0,
M10-R02,22:07:59,22:08:09,P00171,2,,0,
M10-R02,22:10:34,22:10:44,P00271,3,,0,
M10-R02,22:15:41,22:15:51,P00182,4,,0,
M10-R02,22:23:28,22:23:38,P00241,5,,0,
M10-R02,22:34:38,22:34:48,P00274,6,,0,
M10-R02,22:37:08,22:37:18,P00035,7,,0,
M10-R02,22:41:48,22:41:58,P00036,8,,0,
M10-R02,22:43:23,22:43:33,P00196,9,,0,
M10-R02,22:48:56,22:49:06,P00105,10,,0,
M10-R02,22:51:51,22:52:01,P00166,11,,0,
M10-R02,22:54:29,22:54:39,P00267,12,,0,
M10-R02,22:58:49,22:58:59,P00002,13,,0,
M10-R02,23:04:04,23:04:14,P00232,14,,0,
M10-R02,23:06:40,23:06:50,P00162,15,,0,
M10-R02,23:12:49,23:12:59,P00042,16,,0,
M10-R02,23:16:53,23:17:03,P00168,17,,0,
M10-R02,23:20:17,23:20:27,P00032,18,,0,
M10-R02,23:23:34,23:23:44,B06942P,19,,0,
M10-R02,23:28:01,23:28:11,P00016,20,,0,
M10-R02,23:31:26,23:31:36,P00178,21,,0,
M1-R01,22:00:00,22:00:10,P00017,0,,0,
M1-R01,22:03:52,22:04:02,P00004,1,,0,
M1-R01,22:06:08,22:06:18,P00133,2,,0,
M1-R01,22:11:09,22:11:19,B00222P,3,,0,
M1-R01,22:14:38,22:14:48,P00071,4,,0,
M1-R01,22:17:36,22:17:46,P00183,5,,0,
M1-R01,22:21:00,22:21:10,P00012,6,,0,
M1-R01,22:24:41,22:24:51,B01837P,7,,0,
M1-R01,22:28:25,22:28:35,P00051,8,,0,
M1-R01,22:33:08,22:33:18,P00261,9,,0,
M1-R01,22:35:22,22:35:32,P00025,10,,0,
M1-R01,22:38:04,22:38:14,P00256,11,,0,
M1-R01,22:40:59,22:41:09,P00010,12,,0,
M1-R01,22:44:33,22:44:43,P00137,13,,0,
M1-R01,22:52:16,22:52:26,P00291,14,,0,
M1-R01,22:55:13,22:55:23,P00293,15,,0,
M1-R01,22:57:29,22:57:39,P00295,16,,0,
M1-R01,22:59:43,22:59:53,P00139,17,,0,
M1-R01,23:02:26,23:02:36,P00072,18,,0,
M1-R01,23:08:21,23:08:31,P00098,19,,0,
M1-R02,22:00:00,22:00:10,P00098,0,,0,
M1-R02,22:01:18,22:01:28,P00138,1,,0,
M1-R02,22:04:53,22:05:03,P00013,2,,0,
M1-R02,22:09:34,22:09:44,P00072,3,,0,
M1-R02,22:14:19,22:14:29,P00139,4,,0,
M1-R02,22:16:56,22:17:06,P00296,5,,0,
M1-R02,22:18:51,22:19:01,P00294,6,,0,
M1-R02,22:21:52,22:22:02,P00292,7,,0,
M1-R02,22:29:29,22:29:39,P00137,8,,0,
M1-R02,22:34:05,22:34:15,P00009,9,,0,
M1-R02,22:35:58,22:36:08,P00256,10,,0,
M1-R02,22:38:38,22:38:48,P00025,11,,0,
M1-R02,22:40:54,22:41:04,P00261,12,,0,
M1-R02,22:45:41,22:45:51,P00051,13,,0,
M1-R02,22:49:47,22:49:57,B01835P,14,,0,
M1-R02,22:53:11,22:53:21,P00012,15,,0,
M1-R02,22:56:36,22:56:46,P00183,16,,0,
M1-R02,22:59:33,22:59:43,P00071,17,,0,
M1-R02,23:02:21,23:02:31,B00221P,18,,0,
M1-R02,23:07:54,23:08:04,P00133,19,,0,
M1-R02,23:10:07,23:10:17,P00112,20,,0,
M1-R02,23:13:07,23:13:17,P00017,21,,0,
M2-R03,22:00:00,22:00:10,P00137,0,,0,
M2-R03,22:04:00,22:04:10,P00007,1,,0,
M2-R03,22:07:44,22:07:54,P00063,2,,0,
M2-R03,22:13:05,22:13:15,P00122,3,,0,
M2-R03,22:15:41,22:15:51,P00219,4,,0,
M2-R03,22:22:51,22:23:01,P00061,5,,0,
M2-R03,22:24:41,22:24:51,P00202,6,,0,
M2-R03,22:27:13,22:27:23,P00150,7,,0,
M2-R03,22:29:42,22:29:52,P00037,8,,0,
M2-R03,22:31:56,22:32:06,P00207,9,,0,
M2-R03,22:35:10,22:35:20,P00038,10,,0,
M2-R03,22:38:54,22:39:04,P00163,11,,0,
M2-R03,22:42:51,22:43:01,P00005,12,,0,
M2-R03,22:45:34,22:45:44,B03002P,13,,0,
M2-R03,22:49:19,22:49:29,P00014,14,,0,
M2-R03,22:55:50,22:56:00,P00193,15,,0,
M2-R04,22:00:00,22:00:10,P00193,0,,0,
M2-R04,22:07:39,22:07:49,P00014,1,,0,
M2-R04,22:11:38,22:11:48,B03003P,2,,0,
M2-R04,22:14:10,22:14:20,P00005,3,,0,
M2-R04,22:18:07,22:18:17,P00163,4,,0,
M2-R04,22:21:47,22:21:57,P00038,5,,0,
M2-R04,22:24:59,22:25:09,P00207,6,,0,
M2-R04,22:27:14,22:27:24,P00037,7,,0,
M2-R04,22:29:43,22:29:53,P00150,8,,0,
M2-R04,22:32:16,22:32:26,P00202,9,,0,
M2-R04,22:34:06,22:34:16,P00061,10,,0,
M2-R04,22:41:18,22:41:28,P00219,11,,0,
M2-R04,22:43:14,22:43:24,P00006,12,,0,
M2-R04,22:45:57,22:46:07,P00210,13,,0,
M2-R04,22:47:45,22:47:55,P00049,14,,0,
M2-R04,22:51:59,22:52:09,P00062,15,,0,
M2-R04,22:53:36,22:53:46,P00082,16,,0,
M2-R04,22:57:23,22:57:33,P00097,17,,0,
M2-R04,22:58:59,22:59:09,P00161,18,,0,
M2-R04,23:06:07,23:06:17,P00137,19,,0,
M3-R07,22:00:00,22:00:10,P00099,0,,0,
M3-R07,22:05:59,22:06:09,P00175,1,,0,
M3-R07,22:08:25,22:08:35,P00237,2,,0,
M3-R07,22:12:11,22:12:21,P00201,3,,0,
M3-R07,22:14:38,22:14:48,B06966P,4,,0,
M3-R07,22:18:40,22:18:50,P00050,5,,0,
M3-R07,22:24:40,22:24:50,P00091,6,,0,
M3-R07,22:29:15,22:29:25,P00243,7,,0,
M3-R07,22:39:39,22:39:49,P00081,8,,0,
M3-R07,22:45:55,22:46:05,P00087,9,,0,
M3-R07,22:48:01,22:48:11,B05704P,10,,0,
M3-R07,22:51:30,22:51:40,P00208,11,,0,
M3-R07,23:04:36,23:04:46,P00176,12,,0,
M3-R07,23:15:28,23:15:38,P00137,13,,0,
M3-R08,22:00:00,22:00:10,P00137,0,,0,
M3-R08,22:07:15,22:07:25,P00176,1,,0,
M3-R08,22:20:19,22:20:29,P00208,2,,0,
M3-R08,22:23:29,22:23:39,B05844P,3,,0,
M3-R08,22:25:58,22:26:08,P00087,4,,0,
M3-R08,22:32:14,22:32:24,P00081,5,,0,
M3-R08,22:42:39,22:42:49,P00243,6,,0,
M3-R08,22:47:12,22:47:22,P00091,7,,0,
M3-R08,22:53:11,22:53:21,P00050,8,,0,
M3-R08,22:57:05,22:57:15,B06965P,9,,0,
M3-R08,22:59:39,22:59:49,P00201,10,,0,
M3-R08,23:03:24,23:03:34,P00237,11,,0,
M3-R08,23:05:48,23:05:58,P00175,12,,0,
M3-R08,23:11:36,23:11:46,P00099,13,,0,
M4-R05,22:00:00,22:00:10,P00193,0,,0,
M4-R05,22:04:54,22:05:04,P00158,1,,0,
M4-R05,22:08:03,22:08:13,P00263,2,,0,
M4-R05,22:11:19,22:11:29,P00127,3,,0,
M4-R05,22:15:16,22:15:26,P00167,4,,0,
M4-R05,22:17:08,22:17:18,P00269,5,,0,
M4-R05,22:19:40,22:19:50,P00238,6,,0,
M4-R05,22:21:32,22:21:42,P00265,7,,0,
M4-R05,22:24:58,22:25:08,P00188,8,,0,
M4-R05,22:27:54,22:28:04,P00189,9,,0,
M4-R05,22:30:07,22:30:17,P00266,10,,0,
M4-R05,22:32:20,22:32:30,P00152,11,,0,
M4-R05,22:36:29,22:36:39,P00135,12,,0,
M4-R05,22:43:30,22:43:40,P00132,13,,0,
M4-R05,22:46:48,22:46:58,B06940P,14,,0,
M4-R05,22:51:17,22:51:27,P00077,15,,0,
M4-R05,22:57:26,22:57:36,P00298,16,,0,
M4-R06,22:00:00,22:00:10,P00298,0,,0,
