trip_id,start_time,end_time,headway_secs,exact_times
6P-R02,06:00:00,09:00:00,600,0
6P-R02,09:00:00,16:00:00,1200,0
6P-R02,16:00:00,20:00:00,600,0
6P-R02,20:00:00,22:00:00,1200,0
6U-R01,05:00:00,06:00:00,1200,0
6U-R01,06:00:00,09:00:00,600,0
6U-R01,09:00:00,16:00:00,1200,0
6U-R01,16:00:00,20:00:00,600,0
6U-R01,20:00:00,22:00:00,1200,0
6U-R02,05:00:00,06:00:00,1200,0
6U-R02,06:00:00,09:00:00,600,0
6U-R02,09:00:00,16:00:00,1200,0
6U-R02,16:00:00,20:00:00,600,0
6U-R02,20:00:00,22:00:00,1200,0
7A-R01,05:00:00,06:00:00,1200,0
7A-R01,06:00:00,09:00:00,600,0
7A-R01,09:00:00,16:00:00,1200,0
7A-R01,16:00:00,20:00:00,600,0
7A-R01,20:00:00,22:00:00,1200,0
7A-R02,05:00:00,06:00:00,1200,0
7A-R02,06:00:00,09:00:00,600,0
7A-R02,09:00:00,16:00:00,1200,0
7A-R02,16:00:00,20:00:00,600,0
7A-R02,20:00:00,22:00:00,1200,0
7B-R02,05:00:00,06:00:00,1200,0
7B-R02,06:00:00,09:00:00,600,0
7B-R02,09:00:00,16:00:00,1200,0
7B-R02,16:00:00,20:00:00,600,0
7B-R02,20:00:00,22:00:00,1200,0
7B-R03,05:00:00,06:00:00,1200,0
7B-R03,06:00:00,09:00:00,600,0
7B-R03,09:00:00,16:00:00,1200,0
7B-R03,16:00:00,20:00:00,600,0
7B-R03,20:00:00,22:00:00,1200,0
7C-R01,05:00:00,06:00:00,1200,0
7C-R01,06:00:00,09:00:00,600,0
7C-R01,09:00:00,16:00:00,1200,0
7C-R01,16:00:00,20:00:00,600,0
7C-R01,20:00:00,22:00:00,1200,0
7C-R02,05:00:00,06:00:00,1200,0
7C-R02,06:00:00,09:00:00,600,0
7C-R02,09:00:00,16:00:00,1200,0
7C-R02,16:00:00,20:00:00,600,0
7C-R02,20:00:00,22:00:00,1200,0
7E-R01,05:00:00,06:00:00,1200,0
7E-R01,06:00:00,09:00:00,600,0
7E-R01,09:00:00,16:00:00,1200,0
7E-R01,16:00:00,20:00:00,600,0
7E-R01,20:00:00,22:00:00,1200,0
7E-R05,05:00:00,06:00:00,1200,0
7E-R05,06:00:00,09:00:00,600,0
7E-R05,09:00:00,16:00:00,1200,0
7E-R05,16:00:00,20:00:00,600,0
7E-R05,20:00:00,22:00:00,1200,0
7P-R01,05:00:00,06:00:00,1200,0
7P-R01,06:00:00,09:00:00,600,0
7P-R01,09:00:00,16:00:00,1200,0
7P-R01,16:00:00,20:00:00,600,0
7P-R01,20:00:00,22:00:00,1200,0
7P-R02,05:00:00,06:00:00,1200,0
7P-R02,06:00:00,09:00:00,600,0
7P-R02,09:00:00,16:00:00,1200,0
7P-R02,16:00:00,20:00:00,600,0
7P-R02,20:00:00,22:00:00,1200,0
7-R03,05:00:00,06:00:00,300,0
7-R03,06:00:00,09:00:00,150,0
7-R03,09:00:00,16:00:00,300,0
7-R03,16:00:00,20:00:00,150,0
7-R03,20:00:00,22:00:00,300,0
7-R04,05:00:00,06:00:00,300,0
7-R04,06:00:00,09:00:00,150,0
7-R04,09:00:00,16:00:00,300,0
7-R04,16:00:00,20:00:00,150,0
7-R04,20:00:00,22:00:00,300,0
8C-R03,05:00:00,06:00:00,1200,0
8C-R03,06:00:00,09:00:00,600,0
8C-R03,09:00:00,16:00:00,1200,0
8C-R03,16:00:00,20:00:00,600,0
8C-R03,20:00:00,22:00:00,1200,0
8C-R04,05:00:00,06:00:00,1200,0
8C-R04,06:00:00,09:00:00,600,0
8C-R04,09:00:00,16:00:00,1200,0
8C-R04,16:00:00,20:00:00,600,0
8C-R04,20:00:00,22:00:00,1200,0
8D-R01,05:00:00,06:00:00,1200,0
8D-R01,06:00:00,09:00:00,600,0
8D-R01,09:00:00,16:00:00,1200,0
8D-R01,16:00:00,20:00:00,600,0
8D-R01,20:00:00,22:00:00,1200,0
8D-R02,05:00:00,06:00:00,1200,0
8D-R02,06:00:00,09:00:00,600,0
8D-R02,09:00:00,16:00:00,1200,0
8D-R02,16:00:00,20:00:00,600,0
8D-R02,20:00:00,22:00:00,1200,0
8E-R01,05:00:00,06:00:00,1200,0
8E-R01,06:00:00,09:00:00,600,0
8E-R01,09:00:00,16:00:00,1200,0
8E-R01,16:00:00,20:00:00,600,0
8E-R01,20:00:00,22:00:00,1200,0
8E-R02,05:00:00,06:00:00,1200,0
8E-R02,06:00:00,09:00:00,600,0
8E-R02,09:00:00,16:00:00,1200,0
8E-R02,16:00:00,20:00:00,600,0
8E-R02,20:00:00,22:00:00,1200,0
9C-R03,05:00:00,06:00:00,600,0
9C-R03,06:00:00,09:00:00,300,0
9C-R03,09:00:00,16:00:00,600,0
9C-R03,16:00:00,20:00:00,300,0
9C-R03,20:00:00,22:00:00,600,0
9C-R04,05:00:00,06:00:00,600,0
9C-R04,06:00:00,09:00:00,300,0
9C-R04,09:00:00,16:00:00,600,0
9C-R04,16:00:00,20:00:00,300,0
9C-R04,20:00:00,22:00:00,600,0
9D-R03,05:00:00,06:00:00,1200,0
9D-R03,06:00:00,09:00:00,600,0
9D-R03,09:00:00,16:00:00,1200,0
9D-R03,16:00:00,20:00:00,600,0
9D-R03,20:00:00,22:00:00,1200,0
9D-R04,05:00:00,06:00:00,1200,0
9D-R04,06:00:00,09:00:00,600,0
9D-R04,09:00:00,16:00:00,1200,0
9D-R04,16:00:00,20:00:00,600,0
9D-R04,20:00:00,22:00:00,1200,0
9E-R01,05:00:00,06:00:00,1200,0
9E-R01,06:00:00,09:00:00,600,0
9E-R01,09:00:00,16:00:00,1200,0
9E-R01,16:00:00,20:00:00,600,0
9E-R01,20:00:00,22:00:00,1200,0
9E-R03,05:00:00,06:00:00,1200,0
9E-R03,06:00:00,09:00:00,600,0
9E-R03,09:00:00,16:00:00,1200,0
9E-R03,16:00:00,20:00:00,600,0
9E-R03,20:00:00,22:00:00,1200,0
9H-R04,05:00:00,06:00:00,1200,0
9H-R04,06:00:00,09:00:00,600,0
9H-R04,09:00:00,16:00:00,1200,0
9H-R04,16:00:00,20:00:00,600,0
9H-R04,20:00:00,22:00:00,1200,0
9H-R05,05:00:00,06:00:00,1200,0
9H-R05,06:00:00,09:00:00,600,0
9H-R05,09:00:00,16:00:00,1200,0
9H-R05,16:00:00,20:00:00,600,0
9H-R05,20:00:00,22:00:00,1200,0
9-R01,05:00:00,06:00:00,300,0
9-R01,06:00:00,09:00:00,150,0
9-R01,09:00:00,16:00:00,300,0
9-R01,16:00:00,20:00:00,150,0
9-R01,20:00:00,22:00:00,300,0
9-R02,05:00:00,06:00:00,300,0
9-R02,06:00:00,09:00:00,150,0
9-R02,09:00:00,16:00:00,300,0
9-R02,16:00:00,20:00:00,150,0
9-R02,20:00:00,22:00:00,300,0
B13-R01,05:50:00,07:30:00,900,0
B13-R02,16:20:00,18:30:00,900,0
B14-R01,05:50:00,07:35:00,900,0
B14-R02,16:20:00,18:45:00,900,0
B21-R07,05:00:00,06:00:00,1200,0
B21-R07,06:00:00,09:00:00,600,0
B21-R07,09:00:00,16:00:00,1200,0
B21-R07,16:00:00,20:00:00,600,0
B21-R07,20:00:00,22:00:00,1200,0
B21-R08,05:00:00,06:00:00,1200,0
B21-R08,06:00:00,09:00:00,600,0
B21-R08,09:00:00,16:00:00,1200,0
B21-R08,16:00:00,20:00:00,600,0
B21-R08,20:00:00,22:00:00,1200,0
BW2-L01,10:00:00,17:00:00,1200,0
BW4-L01,10:00:00,17:00:00,1200,0
D11-R03,05:00:00,06:00:00,1200,0
D11-R03,06:00:00,09:00:00,600,0
D11-R03,09:00:00,16:00:00,1200,0
D11-R03,16:00:00,20:00:00,600,0
D11-R03,20:00:00,22:00:00,1200,0
D11-R04,05:00:00,06:00:00,1200,0
D11-R04,06:00:00,09:00:00,600,0
D11-R04,09:00:00,16:00:00,1200,0
D11-R04,16:00:00,20:00:00,600,0
D11-R04,20:00:00,22:00:00,1200,0
D21-R01,05:00:00,06:00:00,1200,0
D21-R01,06:00:00,09:00:00,600,0
D21-R01,09:00:00,16:00:00,1200,0
D21-R01,16:00:00,20:00:00,600,0
D21-R01,20:00:00,22:00:00,1200,0
D21-R02,05:00:00,06:00:00,1200,0
D21-R02,06:00:00,09:00:00,600,0
D21-R02,09:00:00,16:00:00,1200,0
D21-R02,16:00:00,20:00:00,600,0
D21-R02,20:00:00,22:00:00,1200,0
D31-R03,05:00:00,06:00:00,1200,0
D31-R03,06:00:00,09:00:00,600,0
D31-R03,09:00:00,16:00:00,1200,0
D31-R03,16:00:00,20:00:00,600,0
D31-R03,20:00:00,22:00:00,1200,0
D31-R04,05:00:00,06:00:00,1200,0
D31-R04,06:00:00,09:00:00,600,0
D31-R04,09:00:00,16:00:00,1200,0
D31-R04,16:00:00,20:00:00,600,0
D31-R04,20:00:00,22:00:00,1200,0
D32-R01,05:00:00,06:00:00,1200,0
D32-R01,06:00:00,09:00:00,600,0
D32-R01,09:00:00,16:00:00,1200,0
D32-R01,16:00:00,20:00:00,600,0
D32-R01,20:00:00,22:00:00,1200,0
D32-R02,05:00:00,06:00:00,1200,0
D32-R02,06:00:00,09:00:00,600,0
D32-R02,09:00:00,16:00:00,1200,0
D32-R02,16:00:00,20:00:00,600,0
D32-R02,20:00:00,22:00:00,1200,0
GR4-L01,05:00:00,06:00:00,1200,0
GR4-L01,06:00:00,09:00:00,600,0
GR4-L01,09:00:00,16:00:00,1200,0
GR4-L01,16:00:00,20:00:00,600,0
GR4-L01,20:00:00,22:00:00,1200,0
GR5-L01,05:00:00,06:00:00,1200,0
GR5-L01,06:00:00,09:00:00,600,0
GR5-L01,09:00:00,16:00:00,1200,0
GR5-L01,16:00:00,20:00:00,600,0
GR5-L01,20:00:00,22:00:00,1200,0
JAK.01-R01,05:00:00,06:00:00,600,0
JAK.01-R01,06:00:00,09:00:00,300,0
JAK.01-R01,09:00:00,16:00:00,600,0
JAK.01-R01,16:00:00,20:00:00,300,0
JAK.01-R01,20:00:00,22:00:00,600,0
JAK.01-R02,05:00:00,06:00:00,600,0
JAK.01-R02,06:00:00,09:00:00,300,0
JAK.01-R02,09:00:00,16:00:00,600,0
JAK.01-R02,16:00:00,20:00:00,300,0
JAK.01-R02,20:00:00,22:00:00,600,0
JAK.02-R03,05:00:00,06:00:00,600,0
JAK.02-R03,06:00:00,09:00:00,300,0
JAK.02-R03,09:00:00,16:00:00,600,0
JAK.02-R03,16:00:00,20:00:00,300,0
JAK.02-R03,20:00:00,22:00:00,600,0
JAK.02-R04,05:00:00,06:00:00,600,0
JAK.02-R04,06:00:00,09:00:00,300,0
JAK.02-R04,09:00:00,16:00:00,600,0
JAK.02-R04,16:00:00,20:00:00,300,0
JAK.02-R04,20:00:00,22:00:00,600,0
JAK.03-R01,05:00:00,06:00:00,600,0
JAK.03-R01,06:00:00,09:00:00,300,0
JAK.03-R01,09:00:00,16:00:00,600,0
JAK.03-R01,16:00:00,20:00:00,300,0
JAK.03-R01,20:00:00,22:00:00,600,0
JAK.03-R02,05:00:00,06:00:00,600,0
JAK.03-R02,06:00:00,09:00:00,300,0
JAK.03-R02,09:00:00,16:00:00,600,0
JAK.03-R02,16:00:00,20:00:00,300,0
JAK.03-R02,20:00:00,22:00:00,600,0
JAK.04-R01,05:00:00,06:00:00,600,0
JAK.04-R01,06:00:00,09:00:00,300,0
JAK.04-R01,09:00:00,16:00:00,600,0
JAK.04-R01,16:00:00,20:00:00,300,0
JAK.04-R01,20:00:00,22:00:00,600,0
JAK.04-R02,05:00:00,06:00:00,600,0
JAK.04-R02,06:00:00,09:00:00,300,0
JAK.04-R02,09:00:00,16:00:00,600,0
JAK.04-R02,16:00:00,20:00:00,300,0
JAK.04-R02,20:00:00,22:00:00,600,0
JAK.05-R01,05:00:00,06:00:00,600,0
JAK.05-R01,06:00:00,09:00:00,300,0
JAK.05-R01,09:00:00,16:00:00,600,0
JAK.05-R01,16:00:00,20:00:00,300,0
JAK.05-R01,20:00:00,22:00:00,600,0
JAK.05-R02,05:00:00,06:00:00,600,0
JAK.05-R02,06:00:00,09:00:00,300,0
JAK.05-R02,09:00:00,16:00:00,600,0
JAK.05-R02,16:00:00,20:00:00,300,0
JAK.05-R02,20:00:00,22:00:00,600,0
JAK.06-R01,05:00:00,06:00:00,600,0
JAK.06-R01,06:00:00,09:00:00,300,0
JAK.06-R01,09:00:00,16:00:00,600,0
JAK.06-R01,16:00:00,20:00:00,300,0
JAK.06-R01,20:00:00,22:00:00,600,0
JAK.06-R02,05:00:00,06:00:00,600,0
JAK.06-R02,06:00:00,09:00:00,300,0
JAK.06-R02,09:00:00,16:00:00,600,0
JAK.06-R02,16:00:00,20:00:00,300,0
JAK.06-R02,20:00:00,22:00:00,600,0
JAK.07-R01,05:00:00,06:00:00,600,0
JAK.07-R01,06:00:00,09:00:00,300,0
JAK.07-R01,09:00:00,16:00:00,600,0
JAK.07-R01,16:00:00,20:00:00,300,0
JAK.07-R01,20:00:00,22:00:00,600,0
JAK.07-R02,05:00:00,06:00:00,600,0
JAK.07-R02,06:00:00,09:00:00,300,0
JAK.07-R02,09:00:00,16:00:00,600,0
JAK.07-R02,16:00:00,20:00:00,300,0
JAK.07-R02,20:00:00,22:00:00,600,0
JAK.08-R01,05:00:00,06:00:00,600,0
JAK.08-R01,06:00:00,09:00:00,300,0
JAK.08-R01,09:00:00,16:00:00,600,0
JAK.08-R01,16:00:00,20:00:00,300,0
JAK.08-R01,20:00:00,22:00:00,600,0
JAK.08-R02,05:00:00,06:00:00,600,0
JAK.08-R02,06:00:00,09:00:00,300,0
JAK.08-R02,09:00:00,16:00:00,600,0
JAK.08-R02,16:00:00,20:00:00,300,0
JAK.08-R02,20:00:00,22:00:00,600,0
JAK.09-R01,05:00:00,06:00:00,600,0
JAK.09-R01,06:00:00,09:00:00,300,0
JAK.09-R01,09:00:00,16:00:00,600,0
JAK.09-R01,16:00:00,20:00:00,300,0
JAK.09-R01,20:00:00,22:00:00,600,0
JAK.10A-L01,05:00:00,06:00:00,600,0
JAK.10A-L01,06:00:00,09:00:00,300,0
JAK.10A-L01,09:00:00,16:00:00,600,0
JAK.10A-L01,16:00:00,20:00:00,300,0
JAK.10A-L01,20:00:00,22:00:00,600,0
JAK.10B-L01,05:00:00,06:00:00,600,0
JAK.10B-L01,06:00:00,09:00:00,300,0
JAK.10B-L01,09:00:00,16:00:00,600,0
JAK.10B-L01,16:00:00,20:00:00,300,0
JAK.10B-L01,20:00:00,22:00:00,600,0
JAK.10-R03,05:00:00,06:00:00,600,0
JAK.10-R03,06:00:00,09:00:00,300,0
JAK.10-R03,09:00:00,16:00:00,600,0
JAK.10-R03,16:00:00,20:00:00,300,0
JAK.10-R03,20:00:00,22:00:00,600,0
JAK.10-R04,05:00:00,06:00:00,600,0
JAK.10-R04,06:00:00,09:00:00,300,0
JAK.10-R04,09:00:00,16:00:00,600,0
JAK.10-R04,16:00:00,20:00:00,300,0
JAK.10-R04,20:00:00,22:00:00,600,0
JAK.112-R01,05:00:00,06:00:00,600,0
JAK.112-R01,06:00:00,09:00:00,300,0
JAK.112-R01,09:00:00,16:00:00,600,0
JAK.112-R01,16:00:00,20:00:00,300,0
JAK.112-R01,20:00:00,22:00:00,600,0
JAK.112-R02,05:00:00,06:00:00,600,0
JAK.112-R02,06:00:00,09:00:00,300,0
JAK.112-R02,09:00:00,16:00:00,600,0
JAK.112-R02,16:00:00,20:00:00,300,0
JAK.112-R02,20:00:00,22:00:00,600,0
JAK.113-R03,05:00:00,06:00:00,600,0
JAK.113-R03,06:00:00,09:00:00,300,0
JAK.113-R03,09:00:00,16:00:00,600,0
JAK.113-R03,16:00:00,20:00:00,300,0
JAK.113-R03,20:00:00,22:00:00,600,0
JAK.113-R04,05:00:00,06:00:00,600,0
JAK.113-R04,06:00:00,09:00:00,300,0
JAK.113-R04,09:00:00,16:00:00,600,0
JAK.113-R04,16:00:00,20:00:00,300,0
JAK.113-R04,20:00:00,22:00:00,600,0
JAK.115-R03,05:00:00,06:00:00,600,0
JAK.115-R03,06:00:00,09:00:00,300,0
JAK.115-R03,09:00:00,16:00:00,600,0
JAK.115-R03,16:00:00,20:00:00,300,0
JAK.115-R03,20:00:00,22:00:00,600,0
JAK.115-R04,05:00:00,06:00:00,600,0
JAK.115-R04,06:00:00,09:00:00,300,0
JAK.115-R04,09:00:00,16:00:00,600,0
JAK.115-R04,16:00:00,20:00:00,300,0
JAK.115-R04,20:00:00,22:00:00,600,0
JAK.117-R01,05:00:00,06:00:00,600,0
JAK.117-R01,06:00:00,09:00:00,300,0
JAK.117-R01,09:00:00,16:00:00,600,0
JAK.117-R01,16:00:00,20:00:00,300,0
JAK.117-R01,20:00:00,22:00:00,600,0
JAK.117-R02,05:00:00,06:00:00,600,0
JAK.117-R02,06:00:00,09:00:00,300,0
JAK.117-R02,09:00:00,16:00:00,600,0
JAK.117-R02,16:00:00,20:00:00,300,0
JAK.117-R02,20:00:00,22:00:00,600,0
JAK.11-R01,05:00:00,06:00:00,600,0
JAK.11-R01,06:00:00,09:00:00,300,0
JAK.11-R01,09:00:00,16:00:00,600,0
JAK.11-R01,16:00:00,20:00:00,300,0
JAK.11-R01,20:00:00,22:00:00,600,0
JAK.11-R02,05:00:00,06:00:00,600,0
JAK.11-R02,06:00:00,09:00:00,300,0
JAK.11-R02,09:00:00,16:00:00,600,0
JAK.11-R02,16:00:00,20:00:00,300,0
JAK.11-R02,20:00:00,22:00:00,600,0
JAK.12-R01,05:00:00,06:00:00,600,0
JAK.12-R01,06:00:00,09:00:00,300,0
JAK.12-R01,09:00:00,16:00:00,600,0
JAK.12-R01,16:00:00,20:00:00,300,0
JAK.12-R01,20:00:00,22:00:00,600,0
JAK.12-R02,05:00:00,06:00:00,600,0
JAK.12-R02,06:00:00,09:00:00,300,0
JAK.12-R02,09:00:00,16:00:00,600,0
JAK.12-R02,16:00:00,20:00:00,300,0
JAK.12-R02,20:00:00,22:00:00,600,0
JAK.13-R03,05:00:00,06:00:00,600,0
JAK.13-R03,06:00:00,09:00:00,300,0
JAK.13-R03,09:00:00,16:00:00,600,0
JAK.13-R03,16:00:00,20:00:00,300,0
JAK.13-R03,20:00:00,22:00:00,600,0
JAK.13-R04,05:00:00,06:00:00,600,0
JAK.13-R04,06:00:00,09:00:00,300,0
JAK.13-R04,09:00:00,16:00:00,600,0
JAK.13-R04,16:00:00,20:00:00,300,0
JAK.13-R04,20:00:00,22:00:00,600,0
JAK.14-R01,05:00:00,06:00:00,600,0
JAK.14-R01,06:00:00,09:00:00,300,0
JAK.14-R01,09:00:00,16:00:00,600,0
JAK.14-R01,16:00:00,20:00:00,300,0
JAK.14-R01,20:00:00,22:00:00,600,0
JAK.14-R02,05:00:00,06:00:00,600,0
JAK.14-R02,06:00:00,09:00:00,300,0
JAK.14-R02,09:00:00,16:00:00,600,0
JAK.14-R02,16:00:00,20:00:00,300,0
JAK.14-R02,20:00:00,22:00:00,600,0
JAK.15-R04,05:00:00,06:00:00,600,0
JAK.15-R04,06:00:00,09:00:00,300,0
JAK.15-R04,09:00:00,16:00:00,600,0
JAK.15-R04,16:00:00,20:00:00,300,0
JAK.15-R04,20:00:00,22:00:00,600,0
JAK.15-R05,05:00:00,06:00:00,600,0
JAK.15-R05,06:00:00,09:00:00,300,0
JAK.15-R05,09:00:00,16:00:00,600,0
JAK.15-R05,16:00:00,20:00:00,300,0
JAK.15-R05,20:00:00,22:00:00,600,0
JAK.16-R01,05:00:00,06:00:00,600,0
JAK.16-R01,06:00:00,09:00:00,300,0
JAK.16-R01,09:00:00,16:00:00,600,0
JAK.16-R01,16:00:00,20:00:00,300,0
JAK.16-R01,20:00:00,22:00:00,600,0
JAK.16-R02,05:00:00,06:00:00,600,0
JAK.16-R02,06:00:00,09:00:00,300,0
JAK.16-R02,09:00:00,16:00:00,600,0
JAK.16-R02,16:00:00,20:00:00,300,0
JAK.16-R02,20:00:00,22:00:00,600,0
JAK.17-R01,05:00:00,06:00:00,600,0
JAK.17-R01,06:00:00,09:00:00,300,0
JAK.17-R01,09:00:00,16:00:00,600,0
JAK.17-R01,16:00:00,20:00:00,300,0
JAK.17-R01,20:00:00,22:00:00,600,0
JAK.17-R02,05:00:00,06:00:00,600,0
JAK.17-R02,06:00:00,09:00:00,300,0
JAK.17-R02,09:00:00,16:00:00,600,0
JAK.17-R02,16:00:00,20:00:00,300,0
JAK.17-R02,20:00:00,22:00:00,600,0
JAK.18-R01,05:00:00,06:00:00,600,0
JAK.18-R01,06:00:00,09:00:00,300,0
JAK.18-R01,09:00:00,16:00:00,600,0
JAK.18-R01,16:00:00,20:00:00,300,0
JAK.18-R01,20:00:00,22:00:00,600,0
JAK.18-R02,05:00:00,06:00:00,600,0
JAK.18-R02,06:00:00,09:00:00,300,0
JAK.18-R02,09:00:00,16:00:00,600,0
JAK.18-R02,16:00:00,20:00:00,300,0
JAK.18-R02,20:00:00,22:00:00,600,0
JAK.19-R01,05:00:00,06:00:00,600,0
JAK.19-R01,06:00:00,09:00:00,300,0
JAK.19-R01,09:00:00,16:00:00,600,0
JAK.19-R01,16:00:00,20:00:00,300,0
JAK.19-R01,20:00:00,22:00:00,600,0
JAK.19-R02,05:00:00,06:00:00,600,0
JAK.19-R02,06:00:00,09:00:00,300,0
JAK.19-R02,09:00:00,16:00:00,600,0
JAK.19-R02,16:00:00,20:00:00,300,0
JAK.19-R02,20:00:00,22:00:00,600,0
JAK.20-R01,05:00:00,06:00:00,600,0
JAK.20-R01,06:00:00,09:00:00,300,0
JAK.20-R01,09:00:00,16:00:00,600,0
JAK.20-R01,16:00:00,20:00:00,300,0
JAK.20-R01,20:00:00,22:00:00,600,0
JAK.20-R02,05:00:00,06:00:00,600,0
JAK.20-R02,06:00:00,09:00:00,300,0
JAK.20-R02,09:00:00,16:00:00,600,0
JAK.20-R02,16:00:00,20:00:00,300,0
JAK.20-R02,20:00:00,22:00:00,600,0
JAK.21-R01,05:00:00,06:00:00,600,0
JAK.21-R01,06:00:00,09:00:00,300,0
JAK.21-R01,09:00:00,16:00:00,600,0
JAK.21-R01,16:00:00,20:00:00,300,0
JAK.21-R01,20:00:00,22:00:00,600,0
JAK.21-R02,05:00:00,06:00:00,600,0
JAK.21-R02,06:00:00,09:00:00,300,0
JAK.21-R02,09:00:00,16:00:00,600,0
JAK.21-R02,16:00:00,20:00:00,300,0
JAK.21-R02,20:00:00,22:00:00,600,0
JAK.22-R01,05:00:00,06:00:00,600,0
JAK.22-R01,06:00:00,09:00:00,300,0
JAK.22-R01,09:00:00,16:00:00,600,0
JAK.22-R01,16:00:00,20:00:00,300,0
JAK.22-R01,20:00:00,22:00:00,600,0
JAK.22-R02,05:00:00,06:00:00,600,0
JAK.22-R02,06:00:00,09:00:00,300,0
JAK.22-R02,09:00:00,16:00:00,600,0
JAK.22-R02,16:00:00,20:00:00,300,0
JAK.22-R02,20:00:00,22:00:00,600,0
JAK.24-R01,05:00:00,06:00:00,600,0
JAK.24-R01,06:00:00,09:00:00,300,0
JAK.24-R01,09:00:00,16:00:00,600,0
JAK.24-R01,16:00:00,20:00:00,300,0
JAK.24-R01,20:00:00,22:00:00,600,0
JAK.24-R02,05:00:00,06:00:00,600,0
JAK.24-R02,06:00:00,09:00:00,300,0
JAK.24-R02,09:00:00,16:00:00,600,0
JAK.24-R02,16:00:00,20:00:00,300,0
JAK.24-R02,20:00:00,22:00:00,600,0
JAK.25-R01,05:00:00,06:00:00,600,0
JAK.25-R01,06:00:00,09:00:00,300,0
JAK.25-R01,09:00:00,16:00:00,600,0
JAK.25-R01,16:00:00,20:00:00,300,0
JAK.25-R01,20:00:00,22:00:00,600,0
JAK.25-R03,05:00:00,06:00:00,600,0
JAK.25-R03,06:00:00,09:00:00,300,0
JAK.25-R03,09:00:00,16:00:00,600,0
JAK.25-R03,16:00:00,20:00:00,300,0
JAK.25-R03,20:00:00,22:00:00,600,0
JAK.26-R01,05:00:00,06:00:00,600,0
JAK.26-R01,06:00:00,09:00:00,300,0
JAK.26-R01,09:00:00,16:00:00,600,0
JAK.26-R01,16:00:00,20:00:00,300,0
JAK.26-R01,20:00:00,22:00:00,600,0
JAK.26-R02,05:00:00,06:00:00,600,0
JAK.26-R02,06:00:00,09:00:00,300,0
JAK.26-R02,09:00:00,16:00:00,600,0
JAK.26-R02,16:00:00,20:00:00,300,0
JAK.26-R02,20:00:00,22:00:00,600,0
JAK.27-R02,05:00:00,06:00:00,600,0
JAK.27-R02,06:00:00,09:00:00,300,0
JAK.27-R02,09:00:00,16:00:00,600,0
JAK.27-R02,16:00:00,20:00:00,300,0
JAK.27-R02,20:00:00,22:00:00,600,0
JAK.27-R01,05:00:00,06:00:00,600,0
JAK.27-R01,06:00:00,09:00:00,300,0
JAK.27-R01,09:00:00,16:00:00,600,0
JAK.27-R01,16:00:00,20:00:00,300,0
JAK.27-R01,20:00:00,22:00:00,600,0
JAK.28-R01,05:00:00,06:00:00,600,0
JAK.28-R01,06:00:00,09:00:00,300,0
JAK.28-R01,09:00:00,16:00:00,600,0
JAK.28-R01,16:00:00,20:00:00,300,0
JAK.28-R01,20:00:00,22:00:00,600,0
JAK.28-R02,05:00:00,06:00:00,600,0
JAK.28-R02,06:00:00,09:00:00,300,0
JAK.28-R02,09:00:00,16:00:00,600,0
JAK.28-R02,16:00:00,20:00:00,300,0
JAK.28-R02,20:00:00,22:00:00,600,0
JAK.29-R03,05:00:00,06:00:00,600,0
JAK.29-R03,06:00:00,09:00:00,300,0
JAK.29-R03,09:00:00,16:00:00,600,0
JAK.29-R03,16:00:00,20:00:00,300,0
JAK.29-R03,20:00:00,22:00:00,600,0
JAK.29-R04,05:00:00,06:00:00,600,0
JAK.29-R04,06:00:00,09:00:00,300,0
JAK.29-R04,09:00:00,16:00:00,600,0
JAK.29-R04,16:00:00,20:00:00,300,0
JAK.29-R04,20:00:00,22:00:00,600,0
JAK.30-R01,05:00:00,06:00:00,600,0
JAK.30-R01,06:00:00,09:00:00,300,0
JAK.30-R01,09:00:00,16:00:00,600,0
JAK.30-R01,16:00:00,20:00:00,300,0
JAK.30-R01,20:00:00,22:00:00,600,0
JAK.30-R02,05:00:00,06:00:00,600,0
JAK.30-R02,06:00:00,09:00:00,300,0
JAK.30-R02,09:00:00,16:00:00,600,0
JAK.30-R02,16:00:00,20:00:00,300,0
JAK.30-R02,20:00:00,22:00:00,600,0
JAK.31-R01,05:00:00,06:00:00,600,0
JAK.31-R01,06:00:00,09:00:00,300,0
JAK.31-R01,09:00:00,16:00:00,600,0
JAK.31-R01,16:00:00,20:00:00,300,0
JAK.31-R01,20:00:00,22:00:00,600,0
JAK.31-R02,05:00:00,06:00:00,600,0
JAK.31-R02,06:00:00,09:00:00,300,0
JAK.31-R02,09:00:00,16:00:00,600,0
JAK.31-R02,16:00:00,20:00:00,300,0
JAK.31-R02,20:00:00,22:00:00,600,0
JAK.32-R01,05:00:00,06:00:00,600,0
JAK.32-R01,06:00:00,09:00:00,300,0
JAK.32-R01,09:00:00,16:00:00,600,0
JAK.32-R01,16:00:00,20:00:00,300,0
JAK.32-R01,20:00:00,22:00:00,600,0
JAK.32-R02,05:00:00,06:00:00,600,0
JAK.32-R02,06:00:00,09:00:00,300,0
JAK.32-R02,09:00:00,16:00:00,600,0
JAK.32-R02,16:00:00,20:00:00,300,0
JAK.32-R02,20:00:00,22:00:00,600,0
JAK.33-R03,05:00:00,06:00:00,600,0
JAK.33-R03,06:00:00,09:00:00,300,0
JAK.33-R03,09:00:00,16:00:00,600,0
JAK.33-R03,16:00:00,20:00:00,300,0
JAK.33-R03,20:00:00,22:00:00,600,0
